category_model_1;category_model_2;category_model_3;category_model_4;category_model_5;category_model_6;category_model_7;model_annee;model_pays;model;vue_eclatee_type;vue_eclatee_number;vue_eclatee;vue_eclatee_image_preview;vue_eclatee_image;vue_eclatee_image_width;vue_eclatee_image_height;article_id;sequence_number;position_left;position_bottom;article;quantity
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44030035050;14;239;48;"Cylinder base gasket";0
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44030035070;14;239;48;"Cylinder base gasket";0
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44030035080;14;239;48;"Cylinder base gasket";0
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44030087000;15;55;377;"Engine vent hose";1
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;0025050256;22;383;82;"HH COLLAR SCREW M5X25 ISA30";6
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;0025050256;22;4;287;"HH COLLAR SCREW M5X25 ISA30";6
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44037007000;23;29;219;"exhaust control cover right";1
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44037006000;24;293;168;"Control cover seal, left";2
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44037006000;24;62;202;"Control cover seal, left";2
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;0770002226200;25;319;155;"X-ring 21.89x2.62 FKM 70";1
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;A44037005000;26;346;141;"exhaust control cover left";1
GasGas;Offroad;Enduro;E3;"2 stroke";"EC 300";"EC 300 2024";2024;EU;F0403X7;engine;30;"CYLINDER, CYLINDER HEAD";https://sparepartsfinder.gasgas.com/Content/ComponentGroupIcons/1/1/30.gif;https://www.gasgasdealer.net/SPF/Images/maps/24A4903050.png;523;669;51005074000;27;69;91;"RETAINING PLATE";2
